id,voted16,trump16,clinton16,voted12,obama12,romney12,democrat,republican,liberal,conservative,age,female,white,black,hispanic,asian,income100,church,south,apprentice,homealone2
249,0,0,0,0,0,0,1,0,1,0,35,1,0,1,0,0,0,0,1,0,0
250,0,0,0,0,0,0,1,0,0,1,30,1,1,0,0,0,0,0,1,0,0
251,1,0,1,1,1,0,1,0,1,0,72,0,1,0,0,0,0,0,1,0,0
252,1,0,1,1,1,0,1,0,1,0,63,0,1,0,0,0,0,1,0,0,1
253,1,0,0,1,1,0,1,0,0,1,44,1,0,1,0,0,0,1,1,1,1
254,1,0,1,1,1,0,1,0,0,0,52,0,0,1,0,0,0,1,0,0,1
255,1,1,0,1,0,1,0,0,0,1,61,1,1,0,0,0,0,0,0,0,0
256,0,0,0,1,1,0,0,0,0,1,38,0,0,1,0,0,0,0,1,0,0
257,0,0,0,1,1,0,0,0,0,0,44,0,1,0,0,0,1,0,1,0,0
258,0,0,0,0,0,0,0,1,1,0,23,1,0,1,0,0,0,1,0,1,0
259,0,0,0,1,0,1,0,0,0,1,68,0,1,0,0,0,1,0,0,1,1
260,1,1,0,1,0,1,0,1,0,0,54,0,0,0,1,0,0,0,0,0,0
261,1,1,0,1,0,1,0,1,0,1,66,1,1,0,0,0,0,0,0,0,1
262,0,0,0,1,0,0,0,0,0,0,53,0,1,0,0,0,1,0,0,0,1
263,0,0,0,0,0,0,1,0,1,0,23,1,1,0,0,0,0,0,0,0,0
264,1,0,1,1,1,0,0,0,1,0,41,0,1,0,0,0,0,0,0,0,1
265,1,1,0,1,1,0,0,0,0,1,52,0,1,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,1,0,0,0,62,1,1,0,0,0,0,1,0,0,0
267,0,0,0,1,0,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
268,1,0,1,1,1,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,1
269,1,1,0,1,0,1,0,0,0,1,64,0,1,0,0,0,0,1,0,0,1
270,1,1,0,1,0,1,0,0,0,0,58,1,1,0,0,0,0,0,0,0,1
271,1,1,0,1,0,1,0,0,0,1,75,1,1,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,1,0,1,0,24,1,0,0,0,1,0,0,0,1,1
273,1,0,1,0,0,0,1,0,1,0,79,1,1,0,0,0,0,0,0,0,0
274,0,0,0,1,0,0,0,1,0,1,26,1,1,0,0,0,0,0,0,1,1
275,1,1,0,0,0,0,0,1,1,0,35,1,1,0,0,0,0,0,1,0,0
276,1,1,0,0,0,0,0,0,0,1,50,0,1,0,0,0,0,0,1,1,1
277,0,0,0,1,1,0,1,0,0,0,58,1,1,0,0,0,0,1,0,0,1
278,1,0,1,1,1,0,1,0,1,0,75,0,1,0,0,0,1,0,0,1,1
279,1,1,0,1,0,1,0,1,0,1,74,1,1,0,0,0,1,0,1,0,1
280,0,0,0,0,0,0,0,0,0,1,28,1,0,0,1,0,0,0,1,0,0
281,1,0,1,1,1,0,0,0,0,1,45,0,1,0,0,0,1,0,0,1,0
282,0,0,0,0,0,0,1,0,1,0,53,1,1,0,0,0,0,0,1,0,0
283,1,1,0,1,0,1,0,1,0,1,55,1,1,0,0,0,0,0,0,0,1
284,1,1,0,1,0,1,0,0,0,1,77,0,1,0,0,0,0,0,1,0,1
285,0,0,0,1,1,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,1
286,1,1,0,1,0,1,0,1,0,1,56,0,1,0,0,0,1,0,0,0,1
287,0,0,0,1,0,1,0,0,0,1,48,1,0,0,0,1,1,0,0,1,1
288,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,1,0,0,1
289,1,0,0,1,1,0,1,0,0,0,69,1,0,1,0,0,0,1,1,0,0
290,0,0,0,1,1,0,1,0,0,1,52,1,1,0,0,0,0,0,0,0,1
291,0,0,0,0,0,0,1,0,1,0,26,1,0,0,1,0,0,0,0,0,0
292,0,0,0,1,0,1,0,1,0,1,62,1,1,0,0,0,0,0,0,0,1
293,1,0,0,0,0,0,1,0,1,0,38,1,0,0,0,1,0,0,0,1,0
294,0,0,0,0,0,0,1,0,1,0,38,0,1,0,0,0,0,0,0,1,0
295,0,0,0,0,0,0,1,0,0,0,34,1,0,0,1,0,1,0,1,1,1
296,0,0,0,1,0,1,0,1,0,1,37,0,0,1,0,0,0,0,1,0,0
297,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,1,0,0,0,0,1
298,1,1,0,1,0,1,0,1,0,1,66,0,1,0,0,0,0,1,0,0,1
299,1,1,0,1,0,1,0,1,0,1,43,0,1,0,0,0,0,0,1,0,0
300,1,0,1,1,1,0,1,0,0,0,70,1,1,0,0,0,0,1,0,0,0
301,1,0,1,0,0,0,1,0,1,0,27,1,1,0,0,0,0,0,0,0,0
302,1,0,0,1,0,0,0,0,1,0,77,1,1,0,0,0,0,0,0,1,1
303,1,1,0,1,0,1,0,1,0,1,70,0,1,0,0,0,1,0,1,1,0
304,0,0,0,0,0,0,1,0,0,0,33,1,1,0,0,0,1,1,1,0,1
305,0,0,0,1,1,0,1,0,0,0,63,0,0,1,0,0,0,0,0,0,0
306,1,0,0,0,0,0,0,1,0,1,22,1,1,0,0,0,0,1,0,0,1
307,1,1,0,1,0,1,0,1,0,1,70,1,1,0,0,0,0,0,1,0,0
308,0,0,0,0,0,0,1,0,0,0,52,1,1,0,0,0,0,0,1,0,0
309,0,0,0,0,0,0,0,0,0,0,56,1,1,0,0,0,0,0,1,1,0
310,0,0,0,0,0,0,1,0,0,0,62,1,0,0,1,0,0,0,0,0,0
311,1,1,0,1,0,1,0,1,0,1,45,1,1,0,0,0,0,1,0,0,1
312,0,0,0,1,1,0,1,0,0,1,58,1,0,1,0,0,1,0,1,0,1
313,1,1,0,1,0,1,0,1,0,1,51,0,1,0,0,0,0,0,0,0,0
314,0,0,0,1,0,1,0,0,0,0,48,0,1,0,0,0,0,0,1,0,1
315,0,0,0,1,1,0,1,0,1,0,36,0,1,0,0,0,0,0,0,0,1
316,1,1,0,1,0,1,0,1,0,1,78,0,1,0,0,0,1,1,0,0,1
317,1,0,0,1,0,1,0,0,0,0,66,0,1,0,0,0,0,0,0,0,1
318,0,0,0,1,0,1,0,0,0,1,28,1,1,0,0,0,0,0,1,0,1
319,1,1,0,1,0,1,0,1,0,0,73,1,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,1,34,1,0,1,0,0,0,0,1,0,1
321,1,0,1,1,1,0,0,0,1,0,44,1,0,0,0,0,0,0,0,0,0
322,1,0,1,1,1,0,1,0,1,0,69,1,1,0,0,0,0,0,0,0,0
323,1,0,0,0,0,0,1,0,1,0,30,1,0,1,0,0,0,0,0,0,0
324,1,0,1,1,1,0,1,0,1,0,64,1,1,0,0,0,1,0,0,0,0
325,1,1,0,1,1,0,0,0,0,1,56,1,1,0,0,0,0,0,1,0,0
326,1,0,1,1,1,0,1,0,0,0,23,0,1,0,0,0,0,0,0,0,0
327,0,0,0,1,1,0,1,0,0,0,32,0,1,0,0,0,1,1,1,0,1
328,1,0,1,1,1,0,1,0,1,0,57,1,1,0,0,0,0,0,1,0,0
329,1,0,0,1,1,0,0,0,0,1,74,0,0,1,0,0,0,1,0,1,0
330,0,0,0,0,0,0,0,1,0,0,57,0,1,0,0,0,0,0,1,1,1
331,0,0,0,1,1,0,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0
332,1,0,1,1,1,0,1,0,1,0,35,0,1,0,0,0,0,0,0,0,1
333,1,0,1,1,1,0,1,0,0,0,55,1,1,0,0,0,1,0,0,0,1
334,0,0,0,0,0,0,0,1,0,0,64,0,1,0,0,0,0,0,0,0,1
335,0,0,0,1,1,0,0,1,1,0,29,1,1,0,0,0,0,0,0,0,1
336,1,0,1,1,1,0,1,0,1,0,60,0,0,0,1,0,0,0,0,1,1
337,1,0,0,1,0,1,0,0,0,0,31,0,1,0,0,0,1,0,1,0,1
338,1,0,1,1,1,0,0,0,1,0,65,0,1,0,0,0,0,0,0,0,0
339,0,0,0,1,1,0,1,0,0,0,53,1,1,0,0,0,0,1,0,1,0
340,1,1,0,1,0,1,0,1,0,1,42,1,1,0,0,0,0,1,1,0,0
341,1,1,0,1,0,0,0,0,0,0,73,0,1,0,0,0,0,0,0,0,1
342,1,0,1,1,1,0,0,0,0,0,68,1,1,0,0,0,0,0,1,0,0
343,1,0,1,1,1,0,1,0,1,0,56,1,0,1,0,0,0,0,0,0,0
344,1,0,1,1,0,1,0,0,0,0,66,1,1,0,0,0,0,0,0,1,0
345,0,0,0,1,1,0,1,0,1,0,44,1,1,0,0,0,0,0,0,0,1
346,1,0,1,1,0,1,0,1,0,1,29,0,1,0,0,0,1,1,0,0,1
347,0,0,0,1,1,0,0,0,0,0,53,1,1,0,0,0,0,0,0,0,0
348,1,1,0,0,0,0,0,0,0,1,33,0,1,0,0,0,1,0,1,0,1
349,1,0,1,1,1,0,0,0,1,0,29,0,1,0,0,0,0,0,0,0,0
350,1,1,0,1,0,1,0,0,0,1,70,1,1,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,37,1,0,0,1,0,0,0,1,0,0
352,1,1,0,1,0,1,0,0,0,1,64,1,1,0,0,0,0,0,1,0,0
353,0,0,0,0,0,0,0,1,0,1,52,0,1,0,0,0,0,0,0,0,1
354,1,0,1,1,1,0,1,0,1,0,48,0,1,0,0,0,1,1,0,0,1
355,1,0,0,1,0,1,0,0,0,1,78,1,1,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,1,0,0,0,19,1,0,1,0,0,0,0,1,0,1
357,1,0,1,1,1,0,1,0,1,0,28,1,1,0,0,0,0,0,0,0,1
358,1,0,1,1,1,0,1,0,1,0,60,1,0,1,0,0,0,0,0,0,0
359,0,0,0,1,1,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,1
360,1,1,0,1,0,1,0,0,0,1,40,0,1,0,0,0,0,1,0,0,1
361,1,1,0,1,0,1,0,1,0,0,57,1,1,0,0,0,0,0,1,0,0
362,1,1,0,1,0,1,0,1,0,1,64,1,1,0,0,0,0,0,1,0,1
363,1,1,0,1,0,1,0,1,0,0,68,1,1,0,0,0,0,0,0,0,0
364,1,0,1,0,0,0,0,0,1,0,18,1,0,0,0,1,0,0,0,1,1
365,0,0,0,0,0,0,0,0,0,1,41,1,1,0,0,0,0,0,1,0,0
366,0,0,0,0,0,0,1,0,0,0,42,1,0,0,0,0,0,0,0,0,1
367,0,0,0,0,0,0,0,1,0,1,38,0,1,0,0,0,0,0,0,0,0
368,0,0,0,1,0,1,0,0,0,1,56,1,1,0,0,0,0,1,1,0,0
369,1,0,0,1,1,0,0,0,0,1,27,1,0,1,0,0,0,0,0,0,0
370,0,0,0,1,1,0,1,0,1,0,40,1,0,1,0,0,0,1,0,0,0
371,1,0,1,1,1,0,1,0,1,0,67,1,0,1,0,0,0,1,0,0,1
372,1,1,0,1,0,1,0,1,0,1,60,1,1,0,0,0,0,0,0,0,1
373,0,0,0,1,1,0,1,0,0,1,62,1,0,1,0,0,0,0,1,0,1
374,1,0,1,1,1,0,1,0,1,0,58,1,1,0,0,0,0,0,1,0,0
375,1,0,1,1,0,1,0,0,0,1,57,0,1,0,0,0,1,0,0,0,0
376,1,1,0,1,0,1,0,0,0,1,61,0,1,0,0,0,0,0,1,0,1
377,1,1,0,1,0,1,0,1,0,1,65,1,1,0,0,0,1,0,0,0,0
378,1,1,0,1,0,1,0,0,0,1,64,0,0,0,1,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0,34,1,1,0,0,0,0,0,1,1,0
380,1,0,0,1,1,0,0,0,0,0,24,1,0,1,0,0,0,0,0,0,1
381,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,1
382,1,0,1,1,1,0,1,0,1,0,64,1,1,0,0,0,1,0,0,1,0
383,1,1,0,1,1,0,0,1,0,0,55,1,1,0,0,0,0,0,1,1,1
384,0,0,0,0,0,0,0,1,0,1,62,1,1,0,0,0,0,0,0,0,1
385,1,1,0,1,0,1,0,1,0,1,65,0,0,0,0,0,0,1,0,0,0
386,0,0,0,1,0,1,0,1,0,1,57,1,1,0,0,0,0,0,1,0,0
387,1,1,0,1,0,1,0,1,0,1,68,0,1,0,0,0,0,1,0,0,1
388,0,0,0,1,0,1,0,0,0,1,47,0,1,0,0,0,0,1,1,0,1
389,1,1,0,1,0,1,0,1,0,1,64,0,0,0,1,0,1,0,1,0,1
390,0,0,0,1,0,1,0,1,0,1,63,0,1,0,0,0,0,0,1,0,0
391,1,0,1,1,1,0,1,0,0,0,84,0,1,0,0,0,0,1,0,0,1
392,1,1,0,1,0,1,0,0,0,1,82,0,1,0,0,0,0,1,0,0,0
393,1,1,0,1,1,0,0,0,0,0,43,0,1,0,0,0,0,0,1,0,0
394,1,0,0,1,1,0,0,1,0,1,27,1,1,0,0,0,0,0,0,0,0
395,0,0,0,1,1,0,1,0,1,0,39,0,0,0,1,0,0,0,0,0,0
396,1,1,0,1,0,1,0,1,0,0,58,0,1,0,0,0,1,0,1,0,0
397,0,0,0,0,0,0,0,1,0,0,23,1,1,0,0,0,0,0,1,0,1
398,1,0,1,1,1,0,1,0,1,0,48,1,0,1,0,0,0,1,1,0,0
399,1,0,1,1,0,1,0,0,0,0,30,1,0,0,1,0,1,0,0,0,0
400,0,0,0,1,0,1,0,1,0,1,60,0,1,0,0,0,0,0,0,1,0
401,1,1,0,1,0,1,0,1,0,1,73,0,1,0,0,0,0,1,1,0,0
402,1,1,0,1,0,1,0,0,0,0,57,1,1,0,0,0,0,0,1,0,0
403,1,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,1,0,1,0,1
404,0,0,0,1,1,0,1,0,0,1,43,1,0,1,0,0,0,1,1,0,0
405,1,0,0,1,1,0,0,0,0,1,22,1,0,1,0,0,0,1,1,0,0
406,0,0,0,1,0,1,0,0,0,0,59,0,1,0,0,0,1,0,1,0,1
407,1,1,0,1,0,1,0,1,0,1,59,0,0,1,0,0,1,0,1,0,0
408,1,0,1,1,1,0,0,0,0,0,66,0,1,0,0,0,0,0,1,0,1
409,1,0,1,1,1,0,0,0,1,0,66,0,1,0,0,0,0,1,0,0,0
410,1,1,0,1,1,0,1,0,0,0,65,1,1,0,0,0,0,0,0,0,1
411,0,0,0,1,0,0,0,1,0,1,25,0,1,0,0,0,0,0,0,1,0
412,0,0,0,1,0,1,0,0,0,1,54,0,1,0,0,0,0,0,0,0,0
413,1,1,0,1,0,1,0,0,0,1,55,0,1,0,0,0,0,0,1,0,0
414,1,1,0,1,0,1,0,1,1,0,68,1,1,0,0,0,0,0,0,0,0
415,1,1,0,1,0,0,0,1,0,1,44,0,1,0,0,0,0,0,1,0,1
416,1,1,0,1,0,1,0,0,1,0,33,1,1,0,0,0,0,0,0,0,1
417,0,0,0,0,0,0,1,0,1,0,32,1,1,0,0,0,1,0,0,0,1
418,0,0,0,1,1,0,1,0,1,0,30,0,0,0,1,0,1,1,0,1,1
419,1,1,0,1,0,1,0,1,0,1,69,1,1,0,0,0,0,0,0,0,0
420,1,0,1,1,1,0,1,0,1,0,47,0,1,0,0,0,0,0,0,0,1
421,0,0,0,1,1,0,1,0,1,0,38,0,0,1,0,0,0,1,0,0,1
422,1,1,0,1,0,1,0,0,0,1,44,1,1,0,0,0,0,0,1,0,1
423,0,0,0,0,0,0,0,0,1,0,44,0,1,0,0,0,1,0,0,0,1
424,1,1,0,1,1,0,0,1,0,1,30,1,1,0,0,0,0,1,1,0,1
425,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,0,0,0,0
426,1,1,0,1,0,1,0,1,0,1,75,1,1,0,0,0,0,1,0,0,0
427,1,0,1,1,1,0,1,0,1,0,59,1,0,1,0,0,0,1,1,0,0
428,1,0,1,1,0,1,1,0,1,0,30,0,1,0,0,0,1,0,0,0,0
429,1,0,1,1,1,0,1,0,0,0,62,1,1,0,0,0,0,0,1,0,0
430,0,0,0,1,1,0,1,0,0,0,49,1,0,1,0,0,0,1,1,0,0
431,1,0,0,0,0,0,1,0,0,0,56,0,1,0,0,0,0,0,0,0,1
432,1,0,0,1,0,1,0,1,0,0,26,1,1,0,0,0,0,0,1,0,0
433,1,0,1,1,1,0,1,0,0,0,60,1,0,0,0,0,0,0,1,0,0
434,1,0,1,1,1,0,1,0,1,0,57,1,1,0,0,0,0,1,0,0,1
435,0,0,0,1,1,0,1,0,1,0,27,1,0,0,1,0,0,0,0,0,1
436,1,1,0,1,0,1,0,1,0,1,29,1,1,0,0,0,0,1,0,0,0
437,1,1,0,1,0,1,0,1,0,0,52,1,0,0,0,0,0,0,1,0,0
438,1,0,1,1,1,0,1,0,0,0,59,0,1,0,0,0,0,1,0,0,1
439,1,0,0,0,0,0,0,0,0,0,38,1,1,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,1,0,1,0,27,1,1,0,0,0,0,0,0,1,0
441,1,0,1,1,1,0,0,0,0,1,54,0,0,1,0,0,0,0,1,1,0
442,0,0,0,1,1,0,1,0,0,0,33,1,1,0,0,0,0,0,0,0,0
443,1,0,1,1,1,0,1,0,0,0,32,1,1,0,0,0,1,0,1,1,1
444,0,0,0,0,0,0,0,0,0,0,43,1,1,0,0,0,0,0,0,0,1
445,1,1,0,1,0,1,0,1,0,1,81,0,1,0,0,0,0,0,0,0,1
446,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,0,0,0,0,1
447,1,0,1,0,0,0,1,0,1,0,32,1,1,0,0,0,0,0,0,0,1
448,1,0,0,1,1,0,0,0,1,0,62,0,0,1,0,0,0,0,0,0,0
449,1,0,0,1,1,0,1,0,1,0,52,0,0,0,1,0,0,0,0,0,1
450,1,0,1,1,1,0,1,0,1,0,64,0,0,1,0,0,0,0,0,0,1
451,0,0,0,1,0,1,0,1,0,1,25,0,0,0,0,1,0,0,0,0,0
452,0,0,0,1,0,0,1,0,0,0,59,0,0,0,1,0,0,1,0,0,1
453,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,1,0,1,0,1
454,0,0,0,1,1,0,1,0,1,0,29,0,0,0,1,0,0,0,1,0,1
455,1,0,1,0,0,0,1,0,1,0,22,1,1,0,0,0,0,0,0,0,0
456,1,1,0,1,0,1,0,0,0,1,63,0,1,0,0,0,1,0,0,0,0
457,1,0,1,0,0,0,1,0,1,0,19,1,0,0,0,1,0,0,0,1,1
458,0,0,0,0,0,0,1,0,1,0,33,1,1,0,0,0,0,0,1,0,0
459,1,1,0,1,0,1,0,1,0,1,39,1,1,0,0,0,0,1,0,0,1
460,1,0,1,1,1,0,1,0,1,0,61,1,1,0,0,0,0,0,0,0,0
461,1,1,0,1,0,1,0,0,0,1,64,1,1,0,0,0,0,0,1,0,1
462,1,0,1,1,1,0,0,0,0,0,39,0,0,0,0,0,1,1,0,0,1
463,0,0,0,0,0,0,1,0,1,0,20,1,1,0,0,0,0,0,1,1,0
464,0,0,0,0,0,0,1,0,1,0,53,0,1,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,35,1,0,0,1,0,0,0,1,0,0
466,0,0,0,1,1,0,1,0,0,0,27,0,1,0,0,0,0,0,0,0,1
467,1,1,0,0,0,0,0,0,0,1,32,1,1,0,0,0,0,0,0,0,0
468,1,1,0,1,0,1,0,1,0,1,75,0,1,0,0,0,1,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,1,0,28,1,0,1,0,0,0,0,0,0,1
471,1,0,1,1,1,0,1,0,1,0,58,1,0,1,0,0,0,1,0,0,1
472,0,0,0,1,1,0,1,0,0,0,34,1,0,1,0,0,0,1,0,0,0
473,1,1,0,1,0,1,0,1,0,1,37,1,1,0,0,0,0,0,0,0,1
474,0,0,0,1,0,1,0,1,0,1,23,0,1,0,0,0,0,0,0,0,1
475,1,0,0,1,0,1,0,1,0,1,35,1,1,0,0,0,0,0,1,0,1
476,1,1,0,1,1,0,1,0,0,0,31,1,1,0,0,0,1,0,0,0,1
477,1,1,0,1,0,1,0,1,0,1,60,1,1,0,0,0,0,1,0,0,1
478,1,1,0,1,0,1,0,0,0,1,64,1,1,0,0,0,0,0,1,1,1
479,1,0,1,1,1,0,0,0,1,0,74,1,1,0,0,0,0,0,1,0,1
480,1,0,1,1,1,0,1,0,1,0,31,1,0,1,0,0,0,0,1,0,0
481,1,1,0,1,0,1,0,1,0,1,61,1,1,0,0,0,0,0,1,0,1
482,1,0,0,1,1,0,0,0,0,0,40,1,0,1,0,0,1,0,0,0,0
483,1,0,1,1,1,0,1,0,0,0,69,0,1,0,0,0,0,1,0,0,0
484,0,0,0,1,1,0,1,0,1,0,63,1,1,0,0,0,1,0,0,0,0
485,0,0,0,1,0,1,0,1,0,0,42,1,1,0,0,0,0,0,1,0,1
486,1,0,1,1,1,0,1,0,1,0,64,0,1,0,0,0,0,0,0,0,1
487,1,0,0,1,1,0,0,0,1,0,34,0,1,0,0,0,0,0,0,0,1
488,1,0,1,1,1,0,1,0,1,0,38,1,1,0,0,0,0,0,0,0,1
489,1,0,1,0,0,0,0,0,0,0,56,1,0,0,0,0,1,0,0,0,1
490,0,0,0,0,0,0,0,1,1,0,33,0,1,0,0,0,0,0,0,0,1
491,0,0,0,1,1,0,1,0,1,0,40,0,0,0,1,0,1,0,0,0,1
492,1,0,1,1,1,0,1,0,0,0,65,1,0,1,0,0,0,0,1,0,1
493,1,1,0,1,0,1,0,0,0,1,62,0,1,0,0,0,0,1,1,0,0
494,1,0,0,0,0,0,1,0,1,0,29,0,1,0,0,0,0,0,1,0,1
495,1,0,1,1,1,0,1,0,0,0,60,1,1,0,0,0,0,0,0,1,1
496,1,1,0,1,0,1,0,0,0,1,55,0,1,0,0,0,0,0,1,1,0
497,1,0,1,1,1,0,1,0,1,0,52,0,1,0,0,0,0,0,0,0,0
498,1,1,0,1,0,1,0,0,0,1,55,1,1,0,0,0,1,0,0,0,1
